"Abcg2"	"Bmi1"	"Cd34"	"Cd44"	"Ctnnb1"	"Epas1"	"Ezh2"	"Hif1a"	"Kdm5b"	"Klf4"	"Lgr5"	"Myc"	"Nanog"	"Nes"	"Notch1"	"Pou5f1"	"Prom1"	"Sox2"	"Twist1"	"Zfp42"	"Zscan4c"
"Dennd4a"	0.21	0.11	0.13	-0.28	-0.17	0.44	0.39	0.4	0.11	-0.3	0.14	0.37	-0.37	0.06	-0.2	-0.24	-0.27	-0.25	0.26	-0.37	0.13
"Dennd4b"	0.18	-0.18	-0.52	-0.05	-0.37	-0.41	-0.38	-0.62	0.02	0.6	-0.39	-0.49	0.71	0.04	0.58	-0.21	0.01	0.6	-0.3	0.65	-0.1
"Dennd4c"	-0.29	0.33	0.2	0.31	-0.04	0	-0.41	-0.29	-0.27	0.39	0	-0.11	0.16	0.1	0.37	-0.48	-0.1	0.07	0.33	0.11	0.59
"Dennd5a"	-0.13	-0.06	-0.26	0.19	-0.16	-0.32	-0.52	-0.53	-0.23	0.69	-0.31	-0.44	0.63	0.08	0.53	-0.35	0	0.46	-0.02	0.51	0.19
"Dennd5b"	0.05	0.33	0.49	-0.01	0.16	0.68	0.53	0.58	-0.16	-0.52	0.3	0.66	-0.72	-0.07	-0.4	-0.16	-0.24	-0.53	0.43	-0.63	0.23
"Dennd6a"	0.41	-0.13	-0.55	-0.07	-0.52	-0.33	-0.22	-0.35	-0.09	0.38	-0.45	-0.45	0.62	0.07	0.36	-0.39	0.11	0.63	-0.32	0.6	-0.19
"Dennd6b"	-0.15	-0.05	-0.19	0.35	-0.08	-0.3	-0.25	-0.37	-0.19	0.27	-0.2	-0.3	0.22	0.03	0.34	-0.14	0.11	0.22	-0.22	0.17	-0.11
"Denr"	-0.03	0.13	0	0.1	-0.22	-0.29	0.46	0.08	-0.27	-0.27	-0.11	-0.23	-0.04	0.06	-0.31	0.04	0.44	-0.01	-0.04	0.03	-0.06
"Depdc1a"	0.19	0.39	0.1	-0.16	-0.26	0.19	0.45	0.38	-0.13	-0.27	-0.06	0.17	-0.22	0.08	-0.13	-0.37	-0.03	-0.13	0.22	-0.17	0.13
"Depdc1b"	-0.04	-0.08	-0.24	0.06	-0.13	-0.49	-0.01	-0.22	-0.22	0.15	-0.31	-0.49	0.31	0.13	0.33	0.05	0.56	0.29	-0.24	0.32	-0.13
"Depdc5"	0.08	-0.07	-0.4	0.08	-0.37	-0.39	-0.33	-0.58	-0.31	0.44	-0.34	-0.42	0.54	0.04	0.47	-0.4	0.22	0.37	-0.19	0.47	-0.03
"Depdc7"	-0.18	0.25	0.44	-0.05	0.29	0.49	0.58	0.69	-0.03	-0.53	0.38	0.48	-0.71	0.03	-0.3	0.16	-0.28	-0.56	0.25	-0.54	0.02
"Deptor"	0.19	-0.18	-0.17	0.14	-0.06	0.11	0.05	0.02	0.03	0.13	-0.1	-0.07	0.03	-0.02	0.08	-0.08	-0.25	0.28	-0.19	0	-0.12
"Dera"	0.3	-0.07	-0.08	-0.06	-0.15	0.07	0.55	0.15	-0.06	-0.14	-0.09	0.05	-0.03	-0.1	-0.18	0.08	0.04	0.02	-0.13	0	-0.18
"Derl1"	-0.23	-0.02	-0.13	0.28	0.02	-0.52	-0.41	-0.48	-0.35	0.44	-0.23	-0.49	0.49	0.12	0.31	-0.01	0.47	0.26	-0.12	0.38	-0.05
"Derl2"	0.11	-0.09	-0.28	0	-0.2	-0.28	-0.08	-0.28	0.07	0.21	-0.17	-0.35	0.37	0.15	0.17	-0.2	0.19	0.35	-0.21	0.35	-0.11
"Derl3"	0.03	0.14	0.46	-0.11	0.31	0.77	0.4	0.54	0.16	-0.53	0.44	0.75	-0.77	-0.11	-0.42	0.09	-0.35	-0.59	0.28	-0.67	0.12
"Des"	-0.03	0.17	0.41	0.1	0.19	0.44	0.04	0.22	0.06	-0.1	0.35	0.36	-0.34	0.14	-0.25	-0.17	-0.27	-0.31	0.52	-0.41	0.53
"Desi1"	0.01	0.03	0.35	-0.24	0.16	0.28	0.09	0.19	0.01	-0.29	0.32	0.4	-0.33	0.01	-0.46	0.05	0.19	-0.39	0.38	-0.42	0.11
"Desi2"	0.33	0.13	0.14	-0.17	-0.11	0.19	0.54	0.39	-0.01	-0.46	0.15	0.27	-0.36	-0.06	-0.6	0.03	0.14	-0.23	0.13	-0.37	-0.14
"Det1"	0.18	0.04	-0.09	-0.09	-0.04	0.13	0.17	0.02	0	-0.18	0.04	0.15	-0.14	0	0.03	-0.05	-0.1	-0.22	-0.05	-0.14	-0.06
"Dexi"	-0.01	-0.08	-0.34	0.1	-0.21	-0.5	-0.57	-0.68	-0.17	0.78	-0.32	-0.55	0.76	0.1	0.52	-0.21	0.13	0.55	-0.04	0.61	0.06
"Dffa"	-0.06	0.11	0.26	-0.01	0.3	0.33	0.07	0.13	-0.15	-0.21	0.18	0.33	-0.37	-0.02	-0.16	0.14	-0.01	-0.23	0.08	-0.27	-0.01
"Dffb"	-0.22	0.02	0.05	0.55	0.27	-0.15	-0.19	-0.22	-0.4	0.2	-0.11	-0.1	0.02	-0.1	0.25	0.1	0.03	0.1	-0.14	0.1	-0.15
"Dfna5"	0.02	0.1	-0.05	0.26	-0.08	-0.39	-0.19	-0.44	-0.15	0.41	-0.22	-0.4	0.47	0	0.12	-0.27	0.18	0.29	0.07	0.28	0.07
"Dgat1"	0.05	-0.17	-0.33	0.14	-0.21	-0.4	-0.56	-0.67	-0.2	0.58	-0.29	-0.39	0.57	-0.08	0.43	-0.23	0.12	0.44	-0.17	0.46	-0.04
"Dgat2"	-0.2	0.59	0.61	0.17	-0.03	0.08	-0.12	-0.03	-0.22	0.06	0.38	0.08	-0.09	0.28	-0.16	-0.37	0.23	-0.17	0.84	-0.18	0.61
"Dgcr14"	-0.19	-0.19	-0.09	-0.12	0.22	-0.14	-0.12	-0.09	0.15	-0.04	0	0.01	-0.02	-0.1	0.02	0.42	0	-0.18	-0.21	-0.03	-0.23
"Dgcr2"	-0.11	0.02	-0.16	0.13	-0.12	-0.52	-0.43	-0.64	-0.29	0.53	-0.22	-0.53	0.59	0.23	0.4	-0.1	0.49	0.44	0.02	0.49	0.04
"Dgcr6"	-0.01	0.01	-0.3	0.07	-0.31	-0.61	-0.12	-0.52	-0.31	0.42	-0.38	-0.56	0.58	0.14	0.29	-0.13	0.34	0.41	-0.07	0.5	-0.06
"Dgcr8"	-0.18	0.3	0.48	0.07	0.45	0.32	0.35	0.5	0.08	-0.45	0.36	0.4	-0.61	0.09	-0.29	0.38	-0.04	-0.44	0.16	-0.49	-0.03
"Dgka"	-0.23	0.11	0.09	0.7	0.16	-0.1	-0.07	-0.12	-0.36	0.22	-0.09	-0.13	0.01	-0.13	0.18	-0.18	-0.1	0.05	-0.08	0	-0.02
"Dgkb"	0.1	-0.07	0.36	-0.23	0.21	0.55	0.38	0.6	0.19	-0.62	0.46	0.61	-0.64	-0.03	-0.48	0.34	-0.03	-0.49	0.21	-0.58	-0.02
"Dgkd"	-0.21	0.09	0.44	-0.13	0.4	0.56	0.31	0.48	0.12	-0.45	0.3	0.52	-0.64	0.13	-0.25	0.03	-0.2	-0.6	0.35	-0.69	0.29
"Dgke"	0.2	-0.31	-0.24	0	-0.09	0.2	-0.4	-0.46	0.01	0.44	-0.21	0.04	0.32	-0.15	0.27	-0.18	-0.27	0.49	-0.16	0.4	0.05
"Dgkg"	-0.2	0.12	0.4	-0.06	0.35	0.49	0.56	0.65	0.16	-0.62	0.3	0.51	-0.75	-0.12	-0.48	0.19	-0.27	-0.66	0.14	-0.73	0.07
"Dgkh"	0.28	-0.11	0.04	-0.14	0.05	0.58	-0.01	0.2	0.34	-0.08	0.2	0.42	-0.27	-0.02	0.04	0	-0.47	0.02	0.04	-0.21	0.04
"Dgki"	-0.07	0.24	0.56	-0.05	0.32	0.61	0.44	0.68	0.13	-0.59	0.52	0.7	-0.77	-0.07	-0.53	0.15	-0.2	-0.67	0.43	-0.75	0.13
"Dgkk"	-0.25	0.52	0.75	0.4	0.21	0.23	-0.21	0	-0.33	0.03	0.41	0.25	-0.23	0.09	-0.13	-0.24	0.14	-0.2	0.77	-0.22	0.63
"Dgkq"	0.11	-0.3	-0.52	-0.03	-0.22	-0.24	-0.41	-0.41	-0.06	0.38	-0.34	-0.26	0.4	-0.07	0.53	-0.12	-0.11	0.32	-0.43	0.41	-0.24
"Dgkz"	0.04	0.06	0.48	-0.13	0.39	0.82	0.3	0.56	0.21	-0.53	0.53	0.82	-0.76	-0.02	-0.39	0.21	-0.28	-0.68	0.37	-0.67	0.19
"Dguok"	0.29	0.18	-0.14	-0.11	-0.34	-0.1	0.53	0.15	-0.18	-0.11	-0.12	-0.09	0.03	0.06	-0.13	-0.22	0.03	-0.06	-0.02	-0.02	-0.17
"Dhcr24"	-0.17	0.23	0.43	-0.04	0.4	0.49	0.36	0.51	-0.03	-0.56	0.35	0.62	-0.69	0.05	-0.33	0.27	-0.14	-0.72	0.2	-0.57	-0.02
"Dhcr7"	0.01	0.11	0.16	-0.12	-0.06	0.11	0.45	0.39	0.02	-0.4	0.15	0.19	-0.33	0.22	-0.3	-0.06	0.08	-0.55	0.17	-0.44	0.07
"Dhdds"	-0.03	-0.27	-0.46	0.06	-0.27	-0.6	-0.63	-0.8	-0.14	0.68	-0.39	-0.64	0.79	0.04	0.47	-0.16	0.28	0.6	-0.3	0.62	-0.11
"Dhdh"	0.07	-0.11	0.13	-0.13	0.21	0.53	0.46	0.51	0.28	-0.58	0.29	0.54	-0.67	-0.26	-0.43	0.16	-0.41	-0.49	-0.11	-0.64	-0.23
"Dhfr"	0.17	-0.13	-0.25	-0.2	-0.14	-0.28	0.5	0.1	-0.14	-0.28	-0.22	-0.21	-0.01	-0.04	-0.3	0.08	0.34	0.08	-0.35	-0.01	-0.36
"Dhodh"	0.03	-0.02	-0.24	-0.17	-0.3	-0.25	0.48	0.18	-0.15	-0.28	-0.21	-0.12	-0.03	0.11	0.05	0.13	0.18	-0.19	-0.26	0.11	-0.21
"Dhps"	-0.01	0.11	0.03	-0.31	-0.07	0.23	0.64	0.59	-0.03	-0.64	0.02	0.36	-0.5	0.01	-0.23	0.15	-0.17	-0.55	-0.09	-0.34	-0.12
"Dhrs1"	0.07	-0.27	-0.55	0.09	-0.36	-0.68	-0.53	-0.71	-0.15	0.7	-0.46	-0.69	0.87	-0.03	0.5	-0.09	0.22	0.65	-0.36	0.79	-0.15
"Dhrs11"	-0.04	-0.06	-0.21	0.19	-0.07	-0.09	-0.34	-0.49	-0.18	0.45	-0.15	-0.18	0.3	-0.02	0.33	-0.23	-0.14	0.26	-0.11	0.29	-0.03
"Dhrs13"	-0.07	0.27	0.31	-0.08	0.04	0.31	0.36	0.22	-0.11	-0.34	0.23	0.35	-0.41	0.23	-0.25	-0.18	0.01	-0.51	0.35	-0.41	0.16
"Dhrs3"	-0.04	0.13	0.29	-0.09	0.2	0.6	-0.05	0.22	-0.04	-0.08	0.2	0.54	-0.29	-0.18	-0.13	-0.2	-0.34	-0.35	0.35	-0.28	0.24
"Dhrs4"	-0.16	-0.16	0.18	-0.01	0.28	-0.02	0.13	0.18	0.04	-0.22	0.22	0.13	-0.26	-0.24	-0.37	0.45	0.1	-0.2	0	-0.25	-0.19
"Dhrs7"	0.04	0.2	0.15	0.12	-0.16	0.09	-0.05	-0.17	-0.17	0.21	-0.03	-0.05	0.09	0.1	-0.06	-0.51	0.02	0.1	0.43	-0.05	0.39
"Dhrs7b"	-0.07	-0.27	-0.25	0	0.06	-0.42	-0.07	-0.36	0.04	0.04	-0.19	-0.34	0.27	0.1	0.11	0.25	0.43	0.11	-0.36	0.25	-0.27
"Dhtkd1"	0.09	-0.27	-0.58	0	-0.34	-0.51	-0.56	-0.64	-0.14	0.72	-0.46	-0.58	0.76	-0.03	0.63	-0.25	0.07	0.67	-0.4	0.71	-0.19
"Dhx15"	-0.13	0.18	0.32	-0.13	0.16	0.22	0.63	0.68	0.02	-0.67	0.22	0.35	-0.6	-0.03	-0.47	0.22	0.1	-0.53	0.08	-0.52	-0.1
"Dhx16"	-0.11	-0.19	-0.23	0.25	0.24	-0.26	-0.39	-0.39	-0.17	0.38	-0.23	-0.33	0.33	-0.08	0.42	0.2	0	0.42	-0.37	0.39	-0.25
"Dhx29"	0.05	-0.09	-0.22	-0.21	-0.18	-0.2	0.34	-0.03	0.09	-0.2	-0.17	-0.14	0.04	-0.06	-0.14	0.15	0.12	0.02	-0.32	0.11	-0.22
"Dhx30"	-0.06	-0.18	0.27	-0.28	0.48	0.57	0.23	0.55	0.4	-0.57	0.27	0.71	-0.67	-0.13	-0.23	0.47	-0.27	-0.67	0	-0.59	-0.05
"Dhx32"	0.15	-0.09	-0.21	-0.31	-0.09	0.26	-0.17	-0.1	0.02	0.21	-0.14	0.18	0.16	0.09	0.18	-0.18	-0.35	0	-0.02	0.1	0.05
"Dhx33"	-0.16	0.12	0.42	-0.08	0.47	0.47	0.18	0.39	0.2	-0.47	0.37	0.56	-0.61	-0.06	-0.24	0.2	-0.08	-0.5	0.2	-0.51	0
"Dhx34"	0.08	-0.27	-0.47	0.01	-0.25	-0.54	-0.53	-0.56	0.1	0.49	-0.33	-0.48	0.62	0	0.43	-0.09	0.1	0.35	-0.28	0.42	-0.1
"Dhx35"	0.08	-0.24	-0.49	-0.17	-0.08	-0.16	-0.15	-0.16	0.06	0.1	-0.34	-0.2	0.22	0.14	0.5	0.12	-0.1	0.22	-0.54	0.33	-0.33
"Dhx36"	0.22	0.1	0.13	-0.17	0	0.22	0.5	0.39	0.12	-0.34	0.08	0.21	-0.29	-0.16	-0.27	0.09	0.02	-0.07	-0.01	-0.25	-0.13
"Dhx37"	-0.17	-0.03	0.01	-0.02	0.21	0.03	-0.2	-0.07	0.18	-0.01	0.07	0.13	-0.07	-0.11	0.22	0.29	-0.11	-0.12	-0.15	0.02	-0.11
"Dhx38"	-0.25	0.25	0.14	-0.07	0.03	0.03	0.35	0.38	-0.19	-0.36	-0.01	0.16	-0.29	0.13	0.05	0.17	0.02	-0.39	0.04	-0.03	0.04
"Dhx40"	-0.07	0.1	0.33	-0.09	0.33	0.37	0.56	0.49	0.2	-0.58	0.22	0.4	-0.65	-0.03	-0.45	0.1	-0.04	-0.45	0.15	-0.6	-0.02
"Dhx57"	0.03	-0.2	-0.36	0.21	-0.14	-0.25	-0.31	-0.52	-0.28	0.36	-0.33	-0.3	0.36	-0.18	0.36	-0.21	0.06	0.41	-0.37	0.34	-0.22
"Dhx58"	-0.04	-0.17	-0.4	0.09	-0.32	-0.58	-0.58	-0.73	-0.19	0.68	-0.34	-0.6	0.77	0.08	0.51	-0.29	0.25	0.56	-0.18	0.65	-0.03
"Dhx8"	-0.05	-0.01	0.48	-0.22	0.52	0.77	0.42	0.68	0.38	-0.66	0.5	0.83	-0.85	-0.14	-0.5	0.34	-0.36	-0.72	0.23	-0.75	0.05
"Dhx9"	0.09	-0.13	-0.13	-0.28	0.03	0.11	0.25	0.22	0.18	-0.38	0.02	0.21	-0.24	-0.11	-0.18	0.19	0	-0.19	-0.3	-0.12	-0.32
"Diablo"	-0.01	-0.15	-0.09	0.06	0.05	-0.22	0.24	0.09	0.15	-0.23	-0.07	-0.16	-0.06	-0.08	-0.15	0.44	0.23	-0.12	-0.3	-0.09	-0.18
"Diaph1"	-0.25	0	-0.15	-0.17	0.05	0.01	0.19	0.11	0.02	-0.19	-0.17	-0.05	-0.14	-0.07	0.3	0	-0.11	-0.08	-0.27	-0.07	-0.15
"Diaph2"	-0.14	-0.15	-0.2	0.23	0.04	-0.2	-0.28	-0.05	0.09	0.19	-0.1	-0.21	0.13	-0.16	0.27	0.02	-0.1	0.24	-0.32	0.08	-0.19
"Diaph3"	-0.06	-0.01	-0.25	-0.08	-0.32	-0.21	-0.25	-0.29	-0.06	0.34	-0.25	-0.31	0.44	0.14	0.29	-0.28	-0.03	0.35	-0.02	0.47	0.23
"Dicer1"	0.23	-0.04	-0.43	-0.04	-0.25	-0.41	-0.09	-0.24	-0.03	0.05	-0.37	-0.38	0.29	0.11	0.28	-0.08	0.24	0.26	-0.37	0.34	-0.22
"Dido1"	-0.03	0.07	0.21	-0.03	0.34	0.53	0.09	0.27	0.19	-0.28	0.24	0.49	-0.47	-0.15	-0.06	0.19	-0.37	-0.22	-0.03	-0.26	-0.08
"Diexf"	-0.04	0.14	0.46	-0.17	0.27	0.69	0.62	0.72	0.02	-0.75	0.41	0.77	-0.9	-0.15	-0.51	0.15	-0.24	-0.73	0.23	-0.77	0.01
"Dimt1"	0.02	-0.07	0.03	-0.2	0.1	0.13	0.42	0.38	0.12	-0.46	-0.02	0.28	-0.36	-0.14	-0.33	0.24	-0.01	-0.33	-0.21	-0.33	-0.24
"Dio3"	-0.18	0.14	-0.11	0.15	-0.21	-0.38	-0.41	-0.38	0.02	0.47	-0.08	-0.43	0.5	0.13	0.41	-0.16	0.07	0.32	0.05	0.47	0.17
"Dip2a"	-0.04	-0.01	-0.24	0.08	-0.38	-0.35	-0.46	-0.56	-0.27	0.62	-0.29	-0.46	0.65	0.18	0.45	-0.48	0.12	0.37	0.04	0.51	0.23
"Dip2b"	-0.21	0.3	0.57	0.03	0.43	0.7	0.36	0.67	-0.02	-0.54	0.4	0.68	-0.82	0.14	-0.2	0.01	-0.27	-0.74	0.41	-0.71	0.26
"Dip2c"	-0.07	0.08	0.5	-0.19	0.37	0.74	0.49	0.78	0.24	-0.68	0.49	0.81	-0.88	-0.09	-0.48	0.2	-0.3	-0.77	0.29	-0.84	0.08
"Diras1"	-0.09	0.06	0.48	-0.14	0.41	0.62	0.5	0.74	0.23	-0.71	0.51	0.75	-0.86	-0.12	-0.56	0.28	-0.25	-0.79	0.27	-0.83	0.01
"Diras2"	-0.11	0.29	0.36	-0.01	0.26	0.45	0.1	0.28	-0.05	-0.25	0.28	0.42	-0.41	-0.03	-0.1	0.06	-0.2	-0.31	0.26	-0.16	0.27
"Dirc2"	-0.11	-0.13	-0.31	0.07	-0.12	-0.5	-0.62	-0.72	-0.1	0.71	-0.34	-0.57	0.77	0.14	0.48	-0.13	0.22	0.63	-0.06	0.68	0.13
"Dis3"	0.08	0.07	0.26	-0.25	0.11	0.38	0.61	0.6	0.08	-0.67	0.24	0.46	-0.63	-0.02	-0.52	0.21	-0.04	-0.52	0.06	-0.55	-0.12
"Dis3l"	-0.07	0.21	0.36	-0.22	0.3	0.69	0.56	0.74	0.08	-0.63	0.3	0.69	-0.79	0.02	-0.39	0.15	-0.4	-0.72	0.18	-0.64	0.05
"Dis3l2"	-0.02	-0.35	-0.41	-0.02	-0.15	-0.3	-0.42	-0.44	-0.14	0.5	-0.32	-0.4	0.51	-0.07	0.51	-0.03	0.11	0.45	-0.31	0.48	-0.14
"Disc1"	-0.1	0.26	0.37	-0.1	0.11	0.5	0.41	0.49	-0.1	-0.43	0.19	0.44	-0.55	0.14	-0.23	-0.08	-0.26	-0.43	0.27	-0.39	0.21
"Disp1"	-0.06	0.14	-0.12	0.15	-0.09	-0.35	-0.49	-0.51	-0.17	0.6	-0.19	-0.4	0.55	0.31	0.45	-0.26	0.2	0.33	0.16	0.43	0.14
"Disp2"	0.11	0.28	0.49	-0.04	0.11	0.51	0.25	0.45	0.02	-0.37	0.41	0.58	-0.52	-0.01	-0.39	-0.09	-0.12	-0.5	0.55	-0.52	0.39
"Dixdc1"	0.05	-0.25	-0.59	0.12	-0.37	-0.73	-0.57	-0.75	-0.17	0.74	-0.52	-0.8	0.91	0.09	0.6	-0.2	0.26	0.78	-0.41	0.81	-0.18
"Dkc1"	0.1	-0.21	-0.15	0.02	0.08	-0.19	0.28	0	-0.09	-0.18	-0.14	-0.15	0	-0.16	-0.32	0.28	0.28	0.15	-0.36	0.02	-0.34
"Dkk1"	-0.26	0.43	0.47	0.65	0.15	-0.15	-0.36	-0.3	-0.48	0.29	0.12	-0.09	0.12	0.1	0.07	-0.25	0.26	0.07	0.45	0.11	0.52
"Dkk3"	-0.02	-0.1	-0.23	0.08	-0.26	-0.47	-0.47	-0.59	-0.11	0.61	-0.21	-0.57	0.6	0.17	0.41	-0.2	0.34	0.64	-0.04	0.52	0.04
"Dkk4"	-0.24	0.18	0.22	0.7	0.24	-0.13	-0.15	-0.19	-0.35	0.16	-0.03	-0.1	0.01	-0.05	0.07	-0.14	0	0.07	0.1	0	0.12
"Dkkl1"	-0.03	0.31	0.25	0.1	-0.15	0.16	-0.12	-0.09	-0.15	0.23	0.22	0.03	0.05	0.23	0.07	-0.4	-0.13	0.02	0.47	0.05	0.53
"Dlat"	0.06	-0.31	-0.44	-0.2	-0.36	-0.64	0	-0.27	-0.1	0.17	-0.42	-0.56	0.49	0.09	0.14	0.08	0.53	0.33	-0.37	0.4	-0.28
"Dlc1"	0.28	-0.2	-0.17	-0.32	-0.12	0.41	0.15	0.3	0.35	-0.18	0.08	0.39	-0.12	-0.17	0.02	0.27	-0.39	-0.01	-0.21	0.13	-0.18
"Dld"	0.05	0.11	0.01	0.01	-0.14	-0.26	0.43	0.18	-0.25	-0.2	-0.08	-0.2	0	0.08	-0.27	-0.06	0.51	-0.08	0.03	-0.02	-0.09
"Dlec1"	0.06	-0.1	-0.11	-0.03	-0.15	0.12	-0.17	-0.29	-0.01	0.15	-0.03	0.05	0.06	-0.06	0.06	-0.23	-0.16	0.07	0	0.01	0.02
"Dleu7"	0.22	0.03	0.29	-0.21	0.09	0.73	0.4	0.55	0.2	-0.47	0.3	0.75	-0.61	-0.22	-0.47	-0.02	-0.43	-0.52	0.25	-0.59	0.06
"Dlg1"	-0.08	-0.15	-0.38	-0.04	-0.13	-0.39	-0.07	-0.23	-0.05	0.17	-0.35	-0.43	0.32	0.07	0.21	0.07	0.18	0.33	-0.45	0.28	-0.26
"Dlg3"	0.05	-0.15	0.12	-0.16	0.26	0.22	0.37	0.34	0.24	-0.34	0.12	0.28	-0.35	-0.11	-0.45	0.15	-0.03	-0.46	0.03	-0.54	-0.06
"Dlg4"	-0.14	0	0.51	-0.08	0.48	0.58	0.45	0.65	0.3	-0.65	0.54	0.68	-0.83	-0.12	-0.58	0.31	-0.18	-0.76	0.25	-0.85	-0.03
"Dlg5"	-0.09	-0.06	-0.47	0.23	-0.22	-0.7	-0.68	-0.75	-0.16	0.8	-0.46	-0.8	0.87	0.22	0.75	-0.19	0.24	0.74	-0.29	0.82	-0.01
"Dlgap1"	-0.1	-0.12	-0.44	0.02	-0.21	-0.53	-0.4	-0.43	-0.09	0.59	-0.41	-0.61	0.64	0.17	0.61	-0.06	0.15	0.56	-0.31	0.65	-0.07
"Dlgap2"	-0.25	0.36	0.17	0.27	-0.14	-0.25	-0.35	-0.37	-0.26	0.46	0.09	-0.32	0.37	0.19	0.28	-0.33	0.06	0.22	0.37	0.32	0.48
"Dlgap3"	0.1	-0.33	-0.66	-0.05	-0.39	-0.67	-0.61	-0.74	0.04	0.74	-0.53	-0.73	0.92	0.06	0.65	-0.12	0.14	0.73	-0.46	0.81	-0.18
"Dlgap4"	0.13	-0.26	-0.2	-0.07	-0.18	-0.24	-0.31	-0.25	-0.03	0.14	-0.15	-0.18	0.29	0.07	0.24	0.01	0.36	0.14	-0.06	0.2	0
"Dlgap5"	-0.01	-0.12	0.19	-0.41	0.17	0.55	0.56	0.62	0.29	-0.61	0.17	0.53	-0.63	-0.1	-0.41	0.18	-0.24	-0.46	0.03	-0.51	-0.02
"Dlk1"	-0.15	0.51	0.64	0.05	0.22	0.34	0.18	0.4	-0.06	-0.39	0.46	0.45	-0.54	0.17	-0.36	-0.06	0.02	-0.6	0.65	-0.54	0.51
"Dlk2"	-0.02	0	-0.03	0.02	-0.07	0.04	-0.04	-0.16	-0.06	0.06	-0.02	0.01	0.01	-0.01	0.03	-0.12	-0.03	0	0.01	0.01	0.01
"Dll1"	-0.06	0.15	0.6	-0.11	0.46	0.74	0.41	0.69	0.27	-0.68	0.56	0.82	-0.87	-0.17	-0.56	0.27	-0.26	-0.75	0.37	-0.8	0.14
"Dll3"	-0.12	0.28	0.45	0.1	0.29	0.08	0.15	0.22	0.02	-0.36	0.32	0.2	-0.4	0.19	-0.34	-0.01	0.2	-0.45	0.4	-0.46	0.25
"Dll4"	-0.31	0.38	0.71	0.07	0.35	0.41	0.27	0.52	0.07	-0.47	0.52	0.54	-0.66	-0.01	-0.46	0.14	-0.03	-0.66	0.51	-0.66	0.29
"Dlst"	-0.04	0.04	0	-0.19	-0.04	0.01	0.53	0.35	-0.21	-0.38	-0.03	0.07	-0.27	0.2	-0.15	0	0.26	-0.42	0.02	-0.24	-0.1
"Dlx2"	-0.24	0.63	0.65	0.18	0.04	0.18	-0.05	0.11	-0.25	-0.05	0.4	0.17	-0.23	0.24	-0.16	-0.31	0.23	-0.25	0.87	-0.25	0.59
"Dlx3"	-0.21	0.57	0.65	0.17	0.01	0.2	-0.12	0.04	-0.26	0.01	0.45	0.17	-0.17	0.23	-0.13	-0.38	0.18	-0.22	0.81	-0.2	0.67
"Dmap1"	-0.12	-0.22	-0.34	-0.03	-0.03	-0.42	-0.06	-0.22	0.01	0.13	-0.28	-0.34	0.27	-0.07	0.21	0.28	0.2	0.16	-0.48	0.27	-0.37
"Dmbx1"	0.07	0.2	0.25	-0.01	-0.06	0.17	-0.18	0	-0.1	0.21	0.22	0.18	0.06	0.06	-0.09	-0.21	-0.08	-0.08	0.54	0.06	0.35
"Dmc1"	0.16	-0.08	0.11	-0.28	0.03	0.53	0.39	0.33	0.22	-0.43	0.21	0.49	-0.52	-0.03	-0.35	0	-0.27	-0.34	0.03	-0.51	-0.09
"Dmd"	0.04	0	-0.42	0.03	-0.24	-0.31	-0.39	-0.32	-0.05	0.62	-0.39	-0.48	0.61	0.1	0.64	-0.3	-0.11	0.55	-0.25	0.52	-0.06
"Dmgdh"	-0.26	0	-0.18	0.55	0.07	-0.53	-0.61	-0.66	-0.29	0.75	-0.27	-0.57	0.63	0.01	0.43	-0.13	0.11	0.48	-0.06	0.53	0.07
"Dmkn"	-0.32	0.49	0.66	0.3	0.21	0.1	0	0.19	-0.17	-0.19	0.43	0.16	-0.32	0.21	-0.21	-0.13	0.15	-0.39	0.54	-0.32	0.59
"Dmpk"	-0.18	0.08	-0.15	0.4	-0.01	-0.46	-0.58	-0.57	-0.16	0.64	-0.21	-0.5	0.55	0.09	0.59	-0.13	0.13	0.48	-0.1	0.48	0.02
"Dmrt1"	-0.2	0.16	0.43	0.05	0.09	0.15	0.11	0.16	-0.05	-0.34	0.24	0.32	-0.28	-0.06	-0.33	0.02	0.26	-0.37	0.34	-0.33	0.17
"Dmrt2"	-0.25	0.44	0.24	0.35	-0.18	-0.25	-0.32	-0.37	-0.34	0.41	0.21	-0.33	0.33	0.26	0.15	-0.46	0.24	0.13	0.58	0.19	0.4
"Dmrt3"	-0.24	0.53	0.49	0.22	-0.11	-0.04	-0.21	-0.16	-0.2	0.18	0.32	-0.05	0.09	0.24	-0.07	-0.43	0.22	-0.08	0.78	-0.06	0.58
"Dmrta1"	-0.2	0.38	0.64	0.17	0.21	0.24	0.04	0.25	-0.07	-0.22	0.51	0.3	-0.38	0.08	-0.33	-0.09	0.13	-0.43	0.68	-0.49	0.33
"Dmrta2"	0.08	0.26	0.52	-0.03	0.23	0.76	0.32	0.51	0.14	-0.41	0.51	0.76	-0.65	-0.1	-0.4	0.07	-0.34	-0.52	0.5	-0.55	0.23
"Dmrtb1"	0.17	0.2	0.43	-0.02	0.17	0.53	0.29	0.45	0.08	-0.34	0.44	0.49	-0.5	0.25	-0.36	0.04	-0.17	-0.38	0.46	-0.48	0.21
